,R,G,B,hex_val,hls_val
Necap1,0.00010383511511461821,0.014214150392747626,0.07856663204166356,#000414,#6682ff
Neurl4,0.22115220903817878,0.9966549609178329,0.0013358474040227695,#38fe00,#88ff66
Neurod2,0.9977739419493699,0.309462602544369,0.06518079168354163,#fe4f11,#ff8e66
Nexn,0.8755711359475717,0.33795445214080516,0.35095659743508767,#df5659,#e77e81
Nfam1,0.449403573223019,0.48560018952508627,0.979956146556211,#737cfa,#737cfa
Nfil3,1.0,0.3072633058892737,0.06680635894887618,#ff4e11,#ff8d66
Ngrn,0.9960474047404174,0.3093739354596633,0.06952822287033135,#fe4f12,#fe8e67
Nkrf,0.9990110851276401,0.30654051722192616,0.07412400363891947,#ff4e13,#ff8d66
Nkx2-2,0.999626120651957,0.3066604862196476,0.07140318363076532,#ff4e12,#ff8d66
Npas4,1.0,0.30726330588927375,0.06680635894887624,#ff4e11,#ff8d66
Nppa,0.0021483412575856713,1.0761387512609131e-16,0.09842932820635474,#010019,#6966ff
