R,G,B,hex_val,hls_val,gene
0.004200000000000004,2.500000000000002e-05,0.001325000000000001,#010000,#cb0140,Aqp4
0.829,0.04145,0.009118999999999999,#d30b02,#d30b02,Arc
0.03799,0.00393,0.24366000000000002,#0a013e,#1f03c9,Areg
0.832276,0.10252,0.049395999999999995,#d41a0d,#d41a0d,Arglu1
0.010361999999999991,0.0016499999999999987,0.0005939999999999995,#030000,#c11f0b,Arhgap39
0.017955,0.004305,0.00041999999999999996,#050100,#c73005,Arhgef15
0.0,0.601,0.118,#00991e,#00cc28,Arid1a
0.065835,0.36641500000000005,0.00266,#115d01,#24cb01,Arid1b
0.0,0.602397,0.114885,#009a1d,#00cc27,Arid5b
0.001956,0.013692,0.330564,#000354,#0108cb,Arih1
0.0040320000000000035,2.400000000000002e-05,0.001248000000000001,#010000,#cb013f,Arl16
0.8321040000000001,0.067564,0.039116,#d4110a,#d4110a,Arl4a
0.73725,0.079623,0.1966,#bc1432,#bc1432,Arl4d
0.15642,0.44055,0.00792,#287002,#47c804,Arl5b
0.186465,0.0037199999999999998,0.0,#300100,#cc0400,Armcx3
0.05365,0.010175,0.82325,#0e03d2,#0e03d2,Armcx4
0.0,0.61377,0.10978,#009d1c,#00cc24,Armcx5
0.000955,0.023875,0.26930999999999994,#000645,#0112cb,Arntl
0.18200000000000002,0.2015,0.0195,#2e3305,#a8ba12,Arpp19
0.0036560000000000004,0.046613999999999996,0.15812199999999998,#010c28,#053bc7,Arpp21
0.002934,0.018581999999999998,0.409782,#010568,#0109cb,Asb14
0.08994600000000001,0.000526,0.0,#170000,#cc0100,Asic4
0.0,0.603,0.125,#009a20,#00cc2a,Asna1
0.000996,0.5627399999999999,0.156372,#008f28,#00cc39,Aste1
0.020958,0.9341280000000001,0.056886,#05ee0f,#05ee0f,Ate1
0.8320059999999999,0.139762,0.016883999999999996,#d42404,#d42404,Atf3
0.08483,0.945106,0.040918,#16f10a,#16f10a,Atg16l1
0.7112879999999999,0.241758,0.100899,#b53e1a,#b53e1a,Atl2
0.722,0.236,0.096,#b83c18,#b83c18,Atp8b3
0.0,0.603,0.116,#009a1e,#00cc27,Atpif1
0.012506,0.000962,0.858104,#0300db,#0300db,Aven
0.019719000000000004,0.0009390000000000001,0.8451000000000001,#0500d8,#0500d8,Avp
0.8108099999999999,0.110565,0.0756,#cf1c13,#cf1c13,Avpi1
0.00588,0.13818,0.1323,#012322,#08c4bb,B3gnt2
0.004875,0.043875,0.22717500000000002,#010b3a,#0427c8,B430203G13Rik
0.626484,0.05976,0.34859999999999997,#a00f59,#ba1268,BC003331
0.00588,0.13818,0.1323,#012322,#08c4bb,Bach1
0.0,0.615,0.11,#009d1c,#00cc24,Bag3
0.004590000000000005,0.0,0.0002430000000000002,#010000,#cc000b,Bahcc1
0.08908,0.000524,0.000262,#170000,#cb0101,Banp
0.0,0.605,0.114,#009a1d,#00cc26,Bbs1
0.031605,0.007224,0.801864,#0802cc,#0802cc,Bdnf
0.0,0.601,0.118,#00991e,#00cc28,Birc5
0.02931,0.030286999999999998,0.9457359999999999,#0708f1,#0708f1,Borcs8
0.019719000000000004,0.0009390000000000001,0.8451000000000001,#0500d8,#0500d8,Bst1
0.82917,0.0415,0.00913,#d30b02,#d30b02,Btbd2
0.626484,0.058764,0.34959599999999996,#a00f59,#bb1168,Btg1
0.7112879999999999,0.241758,0.100899,#b53e1a,#b53e1a,Btg2
0.09887900000000001,0.833129,0.030348999999999998,#19d408,#19d408,C130073F10Rik
0.7112879999999999,0.241758,0.100899,#b53e1a,#b53e1a,C2cd4b
0.010681,0.040782,0.971,#030af8,#030af8,Cacna1b
0.013770000000000003,0.028350000000000004,0.08991,#040717,#1b38b1,Calcrl
0.003042000000000003,1.8000000000000017e-05,0.0008460000000000007,#010000,#cb0138,Calu
0.010691999999999998,0.040824,0.9700559999999999,#030af7,#030af7,Camk2a
0.752492,0.19461,0.105788,#c0321b,#c0321b,Capsl
0.82917,0.0415,0.00913,#d30b02,#d30b02,Card6
0.001932,0.07148399999999999,0.29752799999999996,#00124c,#0131cb,Cbx1
0.010691999999999998,0.040824,0.9700559999999999,#030af7,#030af7,Cc2d1a
0.004200000000000004,2.500000000000002e-05,0.001325000000000001,#010000,#cb0140,Ccar2
0.08908,0.000524,0.000262,#170000,#cb0101,Ccdc137
0.08908,0.000524,0.000262,#170000,#cb0101,Ccdc32
0.752492,0.19461,0.105788,#c0321b,#c0321b,Ccdc7a
0.00974,0.16850199999999999,0.11882799999999999,#022b1e,#0bc188,Ccdc93
0.011074,0.030058,0.064071,#030810,#1e52ae,Ccl27a
0.019569999999999997,0.033578,0.010505999999999998,#050903,#5b9b31,Ccnk
0.014352,0.000897,0.804609,#0400cd,#0400cd,Ccno
0.017168000000000003,0.00029600000000000004,0.09472000000000001,#040018,#2501cb,Ccnt1
0.0,0.605,0.114,#009a1d,#00cc26,Ccpg1os
0.030101,0.026217,0.9467249999999999,#0807f1,#0807f1,Cd1d1
0.024168,0.008268,0.02544,#060206,#92329a,Cd27
0.752492,0.19461,0.105788,#c0321b,#c0321b,Cd5
0.73696,0.07742,0.18914,#bc1430,#bc1430,Cdhr3
0.0,0.0,0.0,#000000,#666666,Cdk11b
0.632,0.045,0.358,#a10b5b,#be0e6c,Cds1
0.004885,0.048850000000000005,0.221779,#010c39,#042cc8,Cdv3
0.0,0.603,0.116,#009a1e,#00cc27,Cebpzos
0.01341,0.000894,0.801918,#0300cc,#0300cc,Cecr6
0.008648000000000008,0.0,0.00027600000000000026,#020000,#cc0007,Cenpf
0.173088,0.159265,0.018630999999999998,#2c2905,#b8a914,Cenpl
0.0,0.604,0.115,#009a1d,#00cc27,Cep295
0.002934,0.018581999999999998,0.409782,#010568,#0109cb,Chst14
0.0040320000000000035,2.400000000000002e-05,0.001248000000000001,#010000,#cb013f,Ciart
0.08908,0.000524,0.000262,#170000,#cb0101,Cirh1a
0.002052000000000002,1.200000000000001e-05,0.00024000000000000022,#010000,#cb0118,Cisd2
0.05365,0.010175,0.82325,#0e03d2,#0e03d2,Cited2
0.009894000000000009,0.0,0.00025500000000000024,#030000,#cc0005,Clcc1
0.022747,0.481643,0.022747,#067b06,#09c309,Cldn12
0.004590000000000005,0.0,0.0002430000000000002,#010000,#cc000b,Clec16a
0.028887999999999994,0.00031399999999999993,0.10487599999999998,#07001b,#3801cb,Clip2
0.008460000000000007,0.0,0.0002250000000000002,#020000,#cc0005,Clptm1l
0.0,0.603,0.116,#009a1e,#00cc27,Clrn1
0.0,0.605,0.114,#009a1d,#00cc26,Cnnm1
0.10108,0.0011200000000000001,0.0,#1a0000,#cc0200,Cnnm4
0.173088,0.159265,0.018630999999999998,#2c2905,#b8a914,Coa3
0.012322000000000012,0.0,6.100000000000005e-05,#030000,#cc0001,Cog1
0.002904,0.121,0.13552,#011f23,#04b2c8,Col10a1
0.014304,0.0,0.798342,#0400cc,#0400cc,Col15a1
0.019719000000000004,0.0009390000000000001,0.8451000000000001,#0500d8,#0500d8,Comp
0.0,0.603,0.116,#009a1e,#00cc27,Copg2
0.7441920000000001,0.05548800000000001,0.035088,#be0e09,#c30f09,Coq2
0.0,0.603,0.116,#009a1e,#00cc27,Cox7a2l
0.029464,0.000254,0.055118,#08000e,#6d01cb,Cpeb4
0.0,0.604,0.115,#009a1d,#00cc27,Crebzf
0.0,0.615,0.109,#009d1c,#00cc24,Crlf3
0.021956,0.935126,0.055888,#06ee0e,#06ee0e,Csnk1a1
0.0,0.615,0.11,#009d1c,#00cc24,Ctf1
0.08483,0.945106,0.040918,#16f10a,#16f10a,Ctnnd1
0.07714000000000001,0.33915,0.004655,#145601,#2ec903,Cul3
0.73696,0.07742,0.18914,#bc1430,#bc1430,Cul9
0.022747,0.47076399999999996,0.024725,#067806,#09c30a,Cwc25
0.38984,0.397814,0.015948,#636504,#c0c408,Cxadr
0.07714000000000001,0.33915,0.004655,#145601,#2ec903,Cyp11a1
0.05365,0.010175,0.82325,#0e03d2,#0e03d2,Cyp2t4
0.014352,0.000897,0.804609,#0400cd,#0400cd,D130040H23Rik
0.0,0.603,0.116,#009a1e,#00cc27,Dars
0.003078000000000003,1.8000000000000017e-05,0.00023400000000000019,#010000,#cb010f,Dbpht2
0.08908,0.000524,0.000262,#170000,#cb0101,Dck
0.09825600000000001,0.0008280000000000001,0.0,#190000,#cc0200,Dcun1d3
0.021956,0.935126,0.055888,#06ee0e,#06ee0e,Depdc7
0.0,0.605,0.115,#009a1d,#00cc27,Dhrs7
0.0,0.597,0.128,#009821,#00cc2c,Dhx16
0.0,0.605,0.114,#009a1d,#00cc26,Diras1
0.747502,0.18962,0.11477000000000001,#bf301d,#bf301d,Dlk1
0.0,0.603,0.116,#009a1e,#00cc27,Dlx5
0.0,0.603,0.116,#009a1e,#00cc27,Dmxl1
0.632,0.045,0.358,#a10b5b,#be0e6c,Dnaja1
0.009120000000000008,0.0,0.0002880000000000003,#020000,#cc0006,Dnaja4
0.632,0.045,0.358,#a10b5b,#be0e6c,Dnajb1
0.0,0.603,0.116,#009a1e,#00cc27,Dock7
0.0,0.605,0.116,#009a1e,#00cc27,Dpm3
0.000979,0.074404,0.23887599999999998,#00133d,#013fcb,Dpyd
0.752492,0.19461,0.105788,#c0321b,#c0321b,Dscc1
0.7112879999999999,0.241758,0.100899,#b53e1a,#b53e1a,Dusp10
0.023364,0.0,0.018084000000000003,#060005,#cc009e,Dusp14
0.73696,0.0784,0.18914,#bc1430,#bc1430,Dusp16
0.012105,0.029051999999999994,0.086349,#030716,#193cb3,Dusp2
0.01341,0.000894,0.801918,#0300cc,#0300cc,Dusp4
0.626484,0.05976,0.34859999999999997,#a00f59,#ba1268,Dusp6
0.005394000000000005,6.200000000000006e-05,0.00012400000000000011,#010000,#ca0205,Dusp8
0.000995,0.590035,0.114425,#00961d,#00cc27,Dyrk2
0.09887900000000001,0.833129,0.030348999999999998,#19d408,#19d408,Edar
0.723,0.299,0.03,#b84c08,#c45108,Egflam
0.7112879999999999,0.241758,0.100899,#b53e1a,#b53e1a,Egr1
0.7112879999999999,0.241758,0.100899,#b53e1a,#b53e1a,Egr2
0.012506,0.000962,0.858104,#0300db,#0300db,Egr3
0.626484,0.060756,0.34760399999999997,#a00f59,#ba1267,Egr4
0.022747,0.47076399999999996,0.024725,#067806,#09c30a,Eif1a
0.020958,0.940116,0.056886,#05f00f,#05f00f,Eif2b1
0.001183000000000001,1.4000000000000013e-05,0.00024500000000000026,#000000,#ca022a,Eif2s1
0.632,0.045,0.358,#a10b5b,#be0e6c,Eif5
0.014620000000000003,0.027200000000000005,0.005270000000000001,#040701,#5cab21,Elavl1
0.14114100000000002,0.0017160000000000003,0.0012870000000000002,#240000,#ca0202,Epc1
0.627,0.043,0.366,#a00b5d,#bf0d6f,Ephx2
0.627,0.041,0.367,#a00a5e,#bf0d70,Eprs
0.632,0.045,0.358,#a10b5b,#be0e6c,Errfi1
0.002991,0.000997,0.0,#010000,#cc4400,Esm1
0.028887999999999994,0.00031399999999999993,0.10487599999999998,#07001b,#3801cb,Extl1
0.747502,0.18962,0.11477000000000001,#bf301d,#bf301d,F13a1
0.0,0.605,0.114,#009a1d,#00cc26,Fam118a
0.0,0.605,0.115,#009a1d,#00cc27,Fam122a
0.173088,0.159265,0.018630999999999998,#2c2905,#b8a914,Fam150b
0.0,0.603,0.116,#009a1e,#00cc27,Fam174b
0.19397999999999999,0.1586,0.0122,#312803,#c09d0c,Fam189a2
0.010735999999999999,0.046848,0.96624,#030cf6,#030cf6,Fam53c
0.829,0.04145,0.009118999999999999,#d30b02,#d30b02,Fam57a
0.007776,0.060264,0.19342800000000002,#020f31,#083dc4,Fam78a
0.019871999999999997,0.03270599999999999,0.012419999999999997,#050803,#5a9438,Fbl
0.0,0.612772,0.10978,#009c1c,#00cc25,Fbxl2
0.142245,0.0017400000000000002,0.0013050000000000002,#240000,#ca0202,Fbxl4
0.0,0.615,0.11,#009d1c,#00cc24,Fbxl6
0.011469999999999992,0.0031819999999999978,0.00022199999999999987,#030100,#c83804,Fbxo18
0.626484,0.05976,0.34859999999999997,#a00f59,#ba1268,Fbxo33
0.028440000000000003,0.07110000000000001,0.022752,#071206,#3e9b31,Fbxo34
0.09028800000000001,0.000528,0.0,#170000,#cc0100,Fbxo42
0.009168000000000008,0.0,0.0002880000000000003,#020000,#cc0006,Fbxw7
0.829,0.04145,0.009118999999999999,#d30b02,#d30b02,Fdx1l
0.093195,0.857394,0.032373,#18db08,#18db08,Fgf8
0.196504,0.0028420000000000003,0.0,#320100,#cc0300,Fkbp6
0.015179999999999999,0.00011499999999999999,0.00943,#040002,#ca027e,Flrt3
0.0,0.0,0.0,#000000,#666666,Fmr1
0.709,0.282,0.059,#b5480f,#bc4b10,Fos
0.7112879999999999,0.241758,0.100899,#b53e1a,#b53e1a,Fosb
0.71,0.283,0.056,#b5480e,#bd4b0f,Fosl2
0.35870399999999997,0.16885799999999998,0.123066,#5b2b1f,#984834,Foxg1
0.002943,0.017658,0.327654,#010554,#020bca,Foxk1
0.627,0.041,0.367,#a00a5e,#bf0d70,Foxo1
0.0,0.599,0.12,#00991f,#00cc29,Frat2
0.626484,0.05976,0.34859999999999997,#a00f59,#ba1268,Frmd6
0.004200000000000004,2.500000000000002e-05,0.001325000000000001,#010000,#cb0140,Fto
0.752492,0.19461,0.105788,#c0321b,#c0321b,Fut7
0.0,0.603,0.116,#009a1e,#00cc27,Fxyd2
0.002943,0.017658,0.327654,#010554,#020bca,Fzd4
0.005874,0.13412300000000002,0.132165,#012222,#09c3c1,Fzd5
0.0,0.605,0.114,#009a1d,#00cc26,Gabra4
0.71,0.283,0.031,#b54808,#c34e09,Gadd45b
0.0,0.605,0.115,#009a1d,#00cc27,Gadd45g
0.0,0.603,0.116,#009a1e,#00cc27,Gas2
0.73696,0.0784,0.18914,#bc1430,#bc1430,Gata3
0.627,0.041,0.367,#a00a5e,#bf0d70,Gatad2b
0.0,0.603,0.116,#009a1e,#00cc27,Gch1
0.0,0.614,0.11,#009d1c,#00cc25,Gcm1
0.000995,0.590035,0.114425,#00961d,#00cc27,Gcnt2
0.0,0.603,0.116,#009a1e,#00cc27,Gdpd5
0.013524,0.000966,0.86457,#0300dc,#0300dc,Gemin4
0.40940000000000004,0.41308,0.03312,#686908,#bbbd0f,Gimap8
0.09887900000000001,0.833129,0.030348999999999998,#19d408,#19d408,Gipc3
0.009168000000000008,0.0,0.0002880000000000003,#020000,#cc0006,Glce
0.014304,0.0,0.798342,#0400cc,#0400cc,Glrx3
0.0,0.601,0.125,#009920,#00cc2a,Glt28d2
0.08908,0.000524,0.000262,#170000,#cb0101,Glyr1
0.747502,0.18962,0.11477000000000001,#bf301d,#bf301d,Gm10130
0.752492,0.19461,0.105788,#c0321b,#c0321b,Gm10184
0.0,0.605,0.114,#009a1d,#00cc26,Gm10250
0.747502,0.18962,0.11477000000000001,#bf301d,#bf301d,Gm10696
0.627,0.041,0.367,#a00a5e,#bf0d70,Gm13889
0.006195000000000005,0.0,0.001085000000000001,#020000,#cc0024,Gm14685
0.752492,0.19461,0.105788,#c0321b,#c0321b,Gm20425
0.17567999999999998,0.16775,0.01891,#2d2b05,#b8b014,Gm21830
0.000999,0.604395,0.112887,#009a1d,#00cc26,Gm28036
0.002937,0.015664,0.416075,#01046a,#0108cb,Gm3854
0.075603,0.00957,0.858429,#1302db,#1302db,Gm43786
0.747502,0.18962,0.11477000000000001,#bf301d,#bf301d,Gm45140
0.716283,0.277722,0.05894099999999999,#b7470f,#bc4910,Gm4847
0.10782400000000002,0.0014650000000000002,0.0,#1b0000,#cc0300,Gm7276
0.0049,0.12446,0.147,#012025,#07a7c5,Gm7694
0.003042000000000003,1.8000000000000017e-05,0.0008460000000000007,#010000,#cb0138,Gm973
0.00488,0.0488,0.223504,#010c39,#042cc8,Gm9925
0.03938,0.067304,0.018615999999999997,#0a1105,#5ea02c,Gmeb2
0.03007,0.00291,0.86912,#0801de,#0801de,Gmppb
0.01208999999999999,0.0,0.002729999999999998,#030001,#cc002e,Gnb1l
0.004875,0.043875,0.22717500000000002,#010b3a,#0427c8,Gphn
0.14289900000000003,0.0017480000000000002,0.001311,#240000,#ca0202,Gpr157
0.003078000000000003,1.8000000000000017e-05,0.00023400000000000019,#010000,#cb010f,Gpr19
0.017367,0.02481,0.07194899999999999,#040612,#2839a4,Gpr22
0.004885,0.048850000000000005,0.221779,#010c39,#042cc8,Gprc5b
0.002943,0.017658,0.327654,#010554,#020bca,Grasp
0.013524,0.000966,0.86457,#0300dc,#0300dc,Grb2
0.627,0.041,0.367,#a00a5e,#bf0d70,Gria1
0.0,0.603,0.116,#009a1e,#00cc27,Gria2
0.013356,0.107802,0.123066,#031b1f,#14a1b8,Grin1
0.747502,0.18962,0.11477000000000001,#bf301d,#bf301d,Gstm2
0.010735999999999999,0.046848,0.96624,#030cf6,#030cf6,Gstm5
0.0,0.603,0.116,#009a1e,#00cc27,Gstp1
0.005448000000000001,0.051756,0.138924,#010d23,#0849c4,Gyg
0.196504,0.0028420000000000003,0.0,#320100,#cc0300,H2-DMb1
0.014992000000000002,0.0009370000000000001,0.8423630000000001,#0400d7,#0400d7,H2-Q10
0.003924,0.13145400000000002,0.143226,#012225,#05b6c7,Haghl
0.0028230000000000004,0.081867,0.265362,#011544,#023eca,Harbi1
0.013770000000000003,0.028350000000000004,0.08991,#040717,#1b38b1,Has2
0.002052000000000002,1.200000000000001e-05,0.00024000000000000022,#010000,#cb0118,Hexa
0.005676000000000005,3.300000000000003e-05,9.900000000000009e-05,#010000,#cb0104,Hilpda
0.0,0.603,0.116,#009a1e,#00cc27,Hipk3
0.03799,0.00393,0.24366000000000002,#0a013e,#1f03c9,Hist1h1d
0.747502,0.18962,0.11477000000000001,#bf301d,#bf301d,Hist1h3i
0.035927,0.020391,0.9370149999999999,#0905ef,#0905ef,Hmgcr
0.142245,0.0017400000000000002,0.0013050000000000002,#240000,#ca0202,Hmha1
0.8320059999999999,0.139762,0.016883999999999996,#d42404,#d42404,Hnrnpf
0.8321040000000001,0.067564,0.039116,#d4110a,#d4110a,Hnrnpul1
0.626484,0.058764,0.34959599999999996,#a00f59,#bb1168,Homer1
0.002934,0.01956,0.408804,#010568,#010acb,Hpn
0.747502,0.18962,0.11477000000000001,#bf301d,#bf301d,Hpx
0.632,0.045,0.358,#a10b5b,#be0e6c,Hras
0.001020000000000001,1.200000000000001e-05,0.00019800000000000018,#000000,#ca0227,Hrh2
0.0,0.603,0.116,#009a1e,#00cc27,Hrh3
0.0,0.603,0.116,#009a1e,#00cc27,Hs6st1
0.098889,0.0008310000000000001,0.0,#190000,#cc0200,Hspa1a
0.09825600000000001,0.0008280000000000001,0.0,#190000,#cc0200,Hspa1b
0.0,0.0,0.001998,#000001,#0000cc,Hspb3
0.001986,0.5769329999999999,0.130083,#019321,#01cb2e,Hsph1
0.09887900000000001,0.833129,0.030348999999999998,#19d408,#19d408,Htr5b
0.000946,0.044461999999999995,0.19393,#000b31,#012fcb,Ier3
0.7112879999999999,0.241758,0.100899,#b53e1a,#b53e1a,Ifrd1
0.627,0.041,0.367,#a00a5e,#bf0d70,Igf2r
0.10782400000000002,0.0014650000000000002,0.0,#1b0000,#cc0300,Ighv5-17
0.000973,0.060326,0.259791,#000f42,#012fcb,Ikbip
0.0,0.605,0.114,#009a1d,#00cc26,Ikzf1
0.82917,0.0415,0.00913,#d30b02,#d30b02,Il16
0.09028800000000001,0.000528,0.0,#170000,#cc0100,Il34
0.0,0.605,0.114,#009a1d,#00cc26,Il3ra
0.747502,0.18962,0.11477000000000001,#bf301d,#bf301d,Ildr1
0.8253459999999999,0.04135,0.007442999999999999,#d20b02,#d20b02,Ilvbl
0.000999,0.606393,0.110889,#009b1c,#00cc25,Impg2
0.00994500000000001,0.00015300000000000014,0.0,#030000,#cc0300,Ing2
0.632,0.045,0.358,#a10b5b,#be0e6c,Ipmk
0.0,0.615,0.11,#009d1c,#00cc24,Iqcg
0.004200000000000004,2.500000000000002e-05,0.001325000000000001,#010000,#cb0140,Iqub
0.176085,0.00273,0.0009099999999999999,#2d0100,#cb0301,Irf9
0.14114100000000002,0.0017160000000000003,0.0012870000000000002,#240000,#ca0202,Irs1
0.019584,0.015232,0.005168,#050401,#a17e2b,Irs2
0.010735999999999999,0.046848,0.96624,#030cf6,#030cf6,Iscu
0.723,0.3,0.029,#b84c07,#c45108,Itga7
0.004540000000000001,0.039952,0.164348,#010a2a,#0530c7,Itgam
0.723,0.299,0.03,#b84c08,#c45108,Itgb7
0.015560999999999997,0.003093999999999999,0.0007279999999999998,#040100,#c32709,Jade3
0.01145700000000001,0.0001140000000000001,0.0,#030000,#cc0200,Jag1
0.632,0.045,0.358,#a10b5b,#be0e6c,Jdp2
0.020958,0.940116,0.056886,#05f00f,#05f00f,Jmjd1c
0.38984,0.397814,0.015948,#636504,#c0c408,Jun
0.7112879999999999,0.241758,0.100899,#b53e1a,#b53e1a,Junb
0.626484,0.060756,0.34760399999999997,#a00f59,#ba1267,Jund
0.019719000000000004,0.0009390000000000001,0.8451000000000001,#0500d8,#0500d8,K230010J24Rik
0.03938,0.067304,0.018615999999999997,#0a1105,#5ea02c,Katnal1
0.004885,0.048850000000000005,0.221779,#010c39,#042cc8,Kazn
0.0,0.602397,0.114885,#009a1d,#00cc27,Kcna4
0.065835,0.36641500000000005,0.00266,#115d01,#24cb01,Kcnj2
0.035927,0.020391,0.9370149999999999,#0905ef,#0905ef,Kcnma1
0.0,0.612772,0.10978,#009c1c,#00cc25,Kctd12
0.007854000000000007,0.0,0.0003360000000000003,#020000,#cc0009,Kctd6
0.021956,0.935126,0.055888,#06ee0e,#06ee0e,Kctd8
0.035531999999999994,0.472773,0.014804999999999999,#097904,#0fc606,Kdm6b
0.0,0.605,0.116,#009a1e,#00cc27,Keap1
0.0,0.603,0.116,#009a1e,#00cc27,Khdrbs2
0.028440000000000003,0.07110000000000001,0.022752,#071206,#3e9b31,Klf16
0.626484,0.05976,0.34859999999999997,#a00f59,#ba1268,Klf2
0.0005100000000000005,3.0000000000000026e-06,9.600000000000008e-05,#000000,#cb0126,Klf8
0.632,0.045,0.358,#a10b5b,#be0e6c,Klhdc2
0.068074,0.368678,0.0026959999999999996,#115e01,#25cb01,Klhl21
0.723,0.3,0.029,#b84c07,#c45108,Klhl26
0.001984,0.577344,0.12896,#019321,#01cb2d,Knop1
0.022747,0.481643,0.022747,#067b06,#09c309,Krba1
0.0,0.603,0.116,#009a1e,#00cc27,Krcc1
0.003042000000000003,1.8000000000000017e-05,0.0008460000000000007,#010000,#cb0138,L3hypdh
0.007784,0.059352999999999996,0.195573,#020f32,#083cc4,Lat
0.0036560000000000004,0.046613999999999996,0.15812199999999998,#010c28,#053bc7,Lats1
0.723,0.3,0.029,#b84c07,#c45108,Lbh
0.028887999999999994,0.00031399999999999993,0.10487599999999998,#07001b,#3801cb,Lgals1
0.002943,0.017658,0.327654,#010554,#020bca,Lgmn
0.014022,0.000492,0.0025830000000000002,#040001,#c50724,Lif
0.755352,0.053262,0.016947,#c10e04,#c80e04,Lin7c
0.010735999999999999,0.046848,0.96624,#030cf6,#030cf6,Lmo7
0.031605,0.007224,0.801864,#0802cc,#0802cc,Lonrf1
0.0,0.602397,0.114885,#009a1d,#00cc27,Lrrc10b
0.035424,0.471336,0.014759999999999999,#097804,#0fc606,Lrrc48
0.004875,0.043875,0.22717500000000002,#010b3a,#0427c8,Lsm7
0.005160000000000004,0.0,0.00024000000000000022,#010000,#cc0009,Lyrm2
0.00848,0.00848,0.25016,#020240,#0707c5,Lysmd3
0.0049,0.12446,0.147,#012025,#07a7c5,Lysmd4
0.752492,0.19461,0.105788,#c0321b,#c0321b,M1ap
