,gene,MIC,KLD,MWU,MIC_log,KLD_log,MWU_log
735,Aldh3a2,0.0,0.107587922126688,0.5612758361345778,-inf,-2.2294468854479534,0.5775428077832481
736,Aldh3b1,0.11423239458953671,0.45873336089706446,0.22003136358141206,-2.16952035657815,-0.7792861507952585,1.5139851810570426
737,Aldh3b2,0.0,0.1921511066368057,0.9473643315845512,-inf,-1.649473202753907,0.05407153794034404
738,Aldh4a1,0.0,0.12056117217056046,0.40138716571176614,-inf,-2.11559800199583,0.9128288169433143
739,Aldh5a1,0.0,0.10863310911811686,1.0,-inf,-2.2197790457721913,-0.0
740,Aldh6a1,0.04697048982763219,0.11802074709467314,0.47767502398590367,-3.0582357504765927,-2.1368948471352827,0.7388246438427432
741,Aldh7a1,0.22809293880722392,0.09945290384622563,0.746885633390364,-1.4780021067372724,-2.30807107505137,0.2918432067882265
742,Aldh8a1,0.19467457146028533,0.1806035585234023,0.040704704366031935,-1.63642597882992,-1.7114509342985633,3.2014116068241885
743,Aldh9a1,0.0,0.13735775943819398,0.40138716571176614,-inf,-1.9851663741290833,0.9128288169433143
744,Aldoa,0.0,0.06990428732689001,0.6513784464763926,-inf,-2.6606282964746546,0.42866447468804925
745,Aldob,0.0,0.16750378456112858,0.9485325168506443,-inf,-1.786749333577468,0.052839207800764176
746,Aldoc,0.0,0.07479559942201484,0.8464505968765906,-inf,-2.592996226988818,0.16670344074632326
747,Alg1,0.03308160093874335,0.11367635586509665,0.5612758361345778,-3.4087780140260087,-2.1743998517847145,0.5775428077832481
748,Alg10b,0.0,0.09913750709187118,0.9485325168506443,-inf,-2.3112474320369945,0.052839207800764176
749,Alg11,0.14804758733330048,0.13163249153467607,0.03315998745884777,-1.9102215208638411,-2.0277413944046088,3.4064113269163276
750,Alg12,0.0,0.2730051673864434,0.746885633390364,-inf,-1.298264555820842,0.2918432067882265
751,Alg13,0.0,0.14511913351147243,0.1065831695748876,-inf,-1.9302002634746989,2.2388296636282443
752,Alg14,0.0,0.17457578243162125,0.5612758361345778,-inf,-1.7453963483375772,0.5775428077832481
753,Alg2,0.0,0.08082368129247518,0.27249048346995175,-inf,-2.5154852710932842,1.3001515885347106
754,Alg3,0.0,0.14207150081326622,0.9485325168506443,-inf,-1.9514248212539966,0.052839207800764176
755,Alg5,0.0,0.12289214152693946,0.9485325168506443,-inf,-2.096448206464782,0.052839207800764176
756,Alg6,0.0,0.14439606336239988,0.9485325168506443,-inf,-1.935195314928269,0.052839207800764176
757,Alg8,0.0,0.1299393565728851,0.6513784464763926,-inf,-2.0406874252667686,0.42866447468804925
758,Alg9,0.0,0.1701139387194668,1.0,-inf,-1.7712868386726257,-0.0
759,Alk,0.013410399124683892,0.1394814852983197,0.7303543187132255,-4.3117248189186475,-1.969823408404889,0.31422549449238685
760,Alkbh1,0.2450121307264157,0.1211520953039356,0.17524424540000594,-1.4064475564941028,-2.110708536747943,1.7415745901257922
761,Alkbh2,0.15680609073466156,0.2804133516878272,0.19621330326992936,-1.8527453278491812,-1.2714905083796317,1.6285529295117405
762,Alkbh3,0.4365113061541628,0.1647911277553925,0.011821137836622302,-0.8289410021956297,-1.8030764993917237,4.437866007963605
763,Alkbh4,0.18690813155098795,0.17375694419651375,0.011821137836622302,-1.6771380579711208,-1.7500978287372384,4.437866007963605
764,Alkbh5,0.02602377780949139,0.10283318788955695,0.40138716571176614,-3.6487446277551823,-2.2746471386699185,0.9128288169433143
765,Alkbh6,0.0,0.1280006017947485,0.13763825510818278,-inf,-2.0557203135520994,1.9831263753478117
766,Alkbh7,0.2691643673786528,0.17084127018963924,0.01692468846845316,-1.3124330548364116,-1.7670203980702308,4.078981866943857
767,Alkbh8,0.0,0.12014677501007913,0.47767502398590367,-inf,-2.119041158524197,0.7388246438427432
768,Alms1,0.0,0.20908881847501887,0.9485325168506443,-inf,-1.5649961485109887,0.052839207800764176
769,Alox12,0.0,0.2917832915251587,0.651020164768541,-inf,-1.2317439045563148,0.4292146621864021
770,Alox5ap,0.0,0.15207091956994834,1.0,-inf,-1.8834082908305716,-0.0
771,Alox8,0.08744668030382297,0.1331507822316988,0.1065831695748876,-2.43672603931499,-2.01627309192384,2.2388296636282443
772,Aloxe3,0.0,0.15220852999863882,0.9485325168506443,-inf,-1.8825037904558835,0.052839207800764176
773,Alpk1,0.0,0.1479759810371181,0.7458042532435456,-inf,-1.9107053086782586,0.2932921083258885
774,Alpk3,0.0,0.1978746119798532,0.22003136358141206,-inf,-1.620121721718559,1.5139851810570426
775,Alpl,0.0,0.16048024204623687,0.8447566031557693,-inf,-1.8295844465054611,0.1687067367201296
776,Als2,0.0,0.08356046750215489,0.40138716571176614,-inf,-2.482184747501442,0.9128288169433143
