,R,G,B,hex_val,hls_val
Rgmb,0.46355534316199976,0.3514477501747288,0.13192557749085806,#765a22,#9f782d
Rgs2,0.011033503334863014,0.995237757832085,0.31432913969338294,#03fe50,#03fe50
Rgs4,0.01576590301005968,0.9464500706145882,0.4446157520863122,#04f171,#04f171
Ripk3,0.0,0.9999999999999998,0.30481290611285194,#00ff4e,#00ff4e
Rnf128,0.27122301716293984,0.18278042632069902,0.8012997318959125,#452fcc,#452fcc
Rnf138rt1,0.22907027459774065,0.10028167128232446,0.09328469039908602,#3a1a18,#913f3b
Rnf149,0.21183536931705504,0.123602799616016,0.08880126104511823,#362017,#90543c
Rnft1,0.024045283275974678,0.9152323237778945,0.2303498433090626,#06e93b,#06e93b
Rnpc3,0.26987128790081216,0.23871524236492894,0.9947564107576319,#453dfe,#453dfe
Rom1,0.9984345427867553,0.6415566185029065,0.36902124189949026,#ffa45e,#ffa45e
Rora,0.20384050705827966,0.0008482621203872203,0.014805401356210118,#340004,#cb010f
Rorb,0.1962167585829302,0.108906321952838,0.009111641548123297,#321c02,#c36c09
Rpl21-ps4,0.0,0.9999999999999998,0.30481290611285194,#00ff4e,#00ff4e
Rpl36a,0.9999178882438754,0.6421833994779755,0.36788313936976735,#ffa45e,#ffa45e
Rpp21,0.20350542972357488,0.43301259610481346,0.8109714842399794,#346ecf,#346ecf
Rsbn1l,0.009699383834657134,0.945533224841473,0.44381486706283757,#02f171,#02f171
Rsrc1,0.2052901819017274,0.15236666448105768,0.16574111201503947,#34272a,#75575f
Rundc1,0.2089935523200927,0.44120768603624316,0.8831309417940761,#3571e1,#3571e1
Samd11,0.9994229613204244,0.6415797406127091,0.3670252868459897,#ffa45e,#ffa45e
Samm50,0.9741169169900614,0.6284735667404557,0.38597043586426505,#f8a062,#f8a062
Sbds,0.3092259975449039,0.4487563400925612,0.29323031433420244,#4f724b,#557b51
Scd3,0.2653930702588241,0.5038399281593753,0.8158624184767113,#4480d0,#4480d0
Scg2,0.2116011229519056,0.06378232305809053,0.2810654097176192,#361048,#7d26a6
Scg3,0.018097922686662906,0.8263862716232887,0.18321408256383614,#05d32f,#05d32f
Scrn1,0.49422674007168177,0.3415769565173698,0.13796913998259522,#7e5723,#9f6e2d
Sdcbp,0.21270238601497185,0.06061536483344123,0.05545497580330294,#360f0e,#a22e2a
Sebox,0.5933176899358437,0.6554013806947232,0.4059683252229464,#97a768,#97a768
Sec61b,0.015426626103591733,0.9720622996295493,0.3334824938908903,#04f855,#04f855
Serp1,0.020521809811998477,0.919679931926309,0.232737690269064,#05eb3b,#05eb3b
Sf3b1,0.9995919057023018,0.6419969427920977,0.36793968942293653,#ffa45e,#ffa45e
Sgk1,0.2567895256617672,0.5581928533241196,0.6177380534772857,#418e9e,#418e9e
Sgpl1,0.00900956148361997,0.8524514091001011,0.2047509717434263,#02d934,#02d934
Sh2d3c,0.20876125843359206,0.03622657347530796,0.11127757694966262,#35091c,#ae1e5d
Shc4,0.2842633882542987,0.25254211421666195,0.9584773974805777,#4840f4,#4840f4
Shmt2,0.010063853567072047,0.9127337722427746,0.24084106202734654,#03e93d,#03e93d
Siah2,0.0310163546429933,0.963975944095739,0.3182720027122667,#08f651,#08f651
Sik1,0.03101635464299336,0.9639759440957386,0.3182720027122668,#08f651,#08f651
Slc14a1,0.047330180857605354,0.9791428230190844,0.29019799999454615,#0cfa4a,#0cfa4a
Slc16a1,0.25575860913108955,0.2700880437528695,0.9914701454821848,#4145fd,#4145fd
Slc18a2,0.4862215258819191,0.33509775261846464,0.13456606165313564,#7c5522,#a06e2c
Slc18b1,0.2671048877241543,0.18749766055115077,0.8366642090377302,#4430d5,#4430d5
Slc20a2,0.9860867030201408,0.6344210045786776,0.3754335843439568,#fba260,#fba260
Slc23a4,0.19025145497768808,0.12598207226573122,0.010052407206490034,#312003,#c2800a
Slc25a25,0.26987128790081216,0.23871524236492894,0.9947564107576322,#453dfe,#453dfe
Slc2a3,0.971229956093384,0.6190555632030449,0.35668644544119776,#f89e5b,#f89e5b
Slc2a5,0.2060306873113294,0.15441461246373395,0.1737469063965699,#35272c,#755762
Slc35c2,0.9999178882438754,0.6421833994779755,0.36788313936976746,#ffa45e,#ffa45e
Slc36a4,0.3156464933415761,0.25205986087589505,0.8661820323651873,#5040dd,#5040dd
Slc5a10,0.0,0.9999999999999998,0.30481290611285194,#00ff4e,#00ff4e
Slc6a6,0.7606072943679953,0.6449681268056369,0.3936859135057707,#c2a464,#c2a464
Slc7a15,0.20664763497110322,0.45022292827654437,0.8529128805418784,#3573d9,#3573d9
Slco2a1,0.27122301716293984,0.18278042632069902,0.8012997318959125,#452fcc,#452fcc
Smad7,0.0015990657225710071,0.9981030424951587,0.30416156961926044,#00ff4e,#00ff4e
Smc1b,0.20664763497110322,0.45022292827654437,0.8529128805418784,#3573d9,#3573d9
Smg9,0.0310163546429933,0.963975944095739,0.3182720027122667,#08f651,#08f651
Smndc1,0.009699383834657134,0.945533224841473,0.44381486706283757,#02f171,#02f171
Snrpd2,0.9999178882438754,0.6421833994779755,0.36788313936976735,#ffa45e,#ffa45e
Snx18,0.04701871428527103,0.9796735636238723,0.289967676354041,#0cfa4a,#0cfa4a
Snx4,0.26987128790081216,0.23871524236492894,0.9947564107576322,#453dfe,#453dfe
Sorcs2,0.28894378156767253,0.26580533204791057,0.9453094062735172,#4a44f1,#4a44f1
Sos1,0.16946675975439393,0.7679864385068689,0.32782101942916814,#2bc454,#2bc454
Sowahc,0.05400569898662251,0.9764340490760809,0.2874500817429394,#0ef949,#0ef949
Spata2l,0.2723308330386451,0.22758262907077761,0.9730744976994523,#453af8,#453af8
Spcs3,0.2906739669961697,0.2766367802535262,0.9182859669482026,#4a47ea,#4a47ea
Specc1l,0.2046750726532549,0.10798147815717671,0.3143628829606579,#341c50,#633498
Spin2c,0.07697425513756755,0.6346716473824123,0.3088340011522132,#14a24f,#16b659
Sptlc2,0.19621675858293014,0.10890632195283813,0.009111641548123448,#321c02,#c36c09
Spty2d1,0.27355695760591026,0.24046890731161327,0.979613990535257,#463dfa,#463dfa
Srek1ip1,0.20329360567720722,0.0009141928454937895,0.01270736789837026,#340003,#cb010d
Srf,0.04733018085760542,0.9791428230190842,0.29019799999454615,#0cfa4a,#0cfa4a
