,R,G,B,hex_val,gene,candy
L3hypdh,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,L3hypdh,X
Lat,0.4679730693069307,0.40038574257425746,0.928041188118812,#7766ed,Lat,X
Lats1,0.4039296890672016,0.9920833901705115,0.4027269207622869,#67fd67,Lats1,X
Lbh,0.41371769383697815,0.9827037773359841,0.4035785288270378,#69fb67,Lbh,X
Lgals1,0.3998110204081633,0.4163085714285714,0.9802804081632653,#666afa,Lgals1,X
Lgmn,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Lgmn,X
Lif,0.36004,0.6489093023255814,0.6112306976744186,#5ca59c,Lif,X
Lin7c,0.45919880952380954,0.40870476190476196,0.9284964285714286,#7568ed,Lin7c,X
Lmo7,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Lmo7,X
Lonrf1,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Lonrf1,X
Lrrc10b,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Lrrc10b,X
Lrrc48,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Lrrc48,X
Lsm7,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Lsm7,X
Lyrm2,0.40040000000000003,0.4364,0.9596,#666ff5,Lyrm2,X
Lysmd3,0.36084000000000005,0.9021,0.36084000000000005,#5ce65c,Lysmd3,X
Lysmd4,0.36004,0.6489093023255814,0.6112306976744186,#5ca59c,Lysmd4,X
M1ap,0.5915915915915916,0.7351351351351352,0.4732732732732733,#97bb79,M1ap,X
Malsu1,0.4054162487462387,0.9085255767301906,0.48605817452357075,#67e87c,Malsu1,X
Maml2,0.36028000000000004,0.7247493023255813,0.5362306976744187,#5cb989,Maml2,X
Mamld1,0.36004,0.6489093023255814,0.6112306976744186,#5ca59c,Mamld1,X
Mapkapk2,0.8154448979591837,0.4501551020408164,0.36160000000000003,#d0735c,Mapkapk2,X
Mapre1,0.9790325217391305,0.39996000000000004,0.4208274782608696,#fa666b,Mapre1,X
March11,0.9788699707887051,0.39996000000000004,0.4209900292112951,#fa666b,March11,X
Mcl1,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Mcl1,X
Mea1,0.39936,0.9942109090909091,0.4035490909090909,#66fe67,Mea1,X
Mest,0.9817908081791626,0.39996000000000004,0.4180691918208374,#fa666b,Mest,X
Mettl7a1,0.36008,0.6238595348837209,0.6364204651162791,#5c9fa2,Mettl7a1,X
Mfap1a,0.36004,0.6363497674418606,0.6237902325581396,#5ca29f,Mfap1a,X
Mfap3l,0.36004,0.6489093023255814,0.6112306976744186,#5ca59c,Mfap3l,X
Mgst3,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Mgst3,X
Minpp1,0.4,0.9807422266800401,0.4192577733199599,#66fa6b,Minpp1,X
Mis12,0.36004,0.6489093023255814,0.6112306976744186,#5ca59c,Mis12,X
Mkks,0.39916,0.99730126,0.39975874,#66fe66,Mkks,X
Mmp12,0.5915915915915916,0.7351351351351352,0.4732732732732733,#97bb79,Mmp12,X
Mn1,0.36004,0.6489093023255814,0.6112306976744186,#5ca59c,Mn1,X
Mobp,0.39940000000000003,0.7408809667673717,0.6570190332326284,#66bda8,Mobp,X
Mrpl42,0.36048,0.788026046511628,0.4736539534883721,#5cc979,Mrpl42,X
Mrps16,0.39916,0.99730126,0.39975874,#66fe66,Mrps16,X
Mrps23,0.36004,0.6363497674418606,0.6237902325581396,#5ca29f,Mrps23,X
Mrps26,0.39968000000000004,0.9925854363089267,0.40629456369107325,#66fd68,Mrps26,X
Msmo1,0.6181286549707603,0.6543859649122807,0.5274853801169591,#9ea787,Msmo1,X
Mtch2,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Mtch2,X
Mtrf1,0.467380198019802,0.40038574257425746,0.9286340594059407,#7766ed,Mtrf1,X
Myd88,0.36004,0.6489093023255814,0.6112306976744186,#5ca59c,Myd88,X
Myeov2,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Myeov2,X
Myl12b,0.36004,0.6489093023255814,0.6112306976744186,#5ca59c,Myl12b,X
Myom1,0.36004,0.6489093023255814,0.6112306976744186,#5ca59c,Myom1,X
Naa30,0.46560158415841585,0.40038574257425746,0.9304126732673268,#7766ed,Naa30,X
Nab2,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Nab2,X
Naf1,0.6687099414062501,0.39974470703125004,0.7277653515625,#ab66ba,Naf1,X
Nap1l5,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Nap1l5,X
Ndnl2,0.9788699707887051,0.39996000000000004,0.4209900292112951,#fa666b,Ndnl2,X
Ndufs4,0.8000243859649122,0.40030438596491225,0.5984112280701754,#cc6699,Ndufs4,X
Ndufs5,0.36012,0.6741781395348838,0.5862418604651163,#5cac95,Ndufs5,X
Ndufv1,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Ndufv1,X
Necap1,0.36084000000000005,0.9021,0.36084000000000005,#5ce65c,Necap1,X
Neurl4,0.39916,0.99730126,0.39975874,#66fe66,Neurl4,X
Neurod2,0.9789921200387223,0.4017023233301065,0.4191255566311714,#fa666b,Neurod2,X
Nexn,0.8468390262901654,0.39968000000000004,0.5520409737098344,#d8668d,Nexn,X
Nfam1,0.467380198019802,0.40038574257425746,0.9286340594059407,#7766ed,Nfam1,X
Nfil3,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Nfil3,X
Ngrn,0.9761342608695652,0.39996000000000004,0.4237257391304348,#f9666c,Ngrn,X
Nkrf,0.9788699707887051,0.39996000000000004,0.4209900292112951,#fa666b,Nkrf,X
Nkx2-2,0.9806224732229796,0.39996000000000004,0.4192375267770205,#fa666b,Nkx2-2,X
Npas4,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Npas4,O
Nppa,0.37259953488372094,0.6237902325581396,0.6237902325581396,#5f9f9f,Nppa,X
Nptx2,0.9790325217391305,0.39996000000000004,0.4208274782608696,#fa666b,Nptx2,X
Npy1r,0.36064,0.45773538461538454,0.8045046153846153,#5c75cd,Npy1r,X
Npy5r,0.39916,0.9967037162837163,0.4003562837162838,#66fe66,Npy5r,X
Nr2f1,0.36084000000000005,0.9021,0.36084000000000005,#5ce65c,Nr2f1,X
Nr4a1,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Nr4a1,X
Nr4a2,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Nr4a2,X
Nr4a3,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Nr4a3,X
Nrg2,0.4107784431137725,0.7796407185628742,0.6095808383233533,#69c79b,Nrg2,X
Nrip1,0.3608,0.889413953488372,0.37338604651162793,#5ce35f,Nrip1,X
Nsf,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Nsf,O
Nsmaf,0.36008,0.6238595348837209,0.6364204651162791,#5c9fa2,Nsmaf,X
Ntpcr,0.47349432806324115,0.39948000000000006,0.9246856719367589,#7966ec,Ntpcr,X
Nuak1,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Nuak1,X
Nuf2,0.4027784860557769,0.43379203187251,0.9598294820717131,#676ff5,Nuf2,X
Numb,0.37904000000000004,0.8043043902439024,0.5223356097560976,#61cd85,Numb,O
Nup50,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Nup50,X
Nupr1,0.36008,0.6238595348837209,0.6364204651162791,#5c9fa2,Nupr1,X
Odf4,0.5915915915915916,0.7351351351351352,0.4732732732732733,#97bb79,Odf4,X
Olfml2b,0.8312685714285715,0.36368,0.44161142857142854,#d45d71,Olfml2b,X
Olfr635,0.5861861861861862,0.7405405405405405,0.4732732732732733,#95bd79,Olfr635,X
Orc5,0.36004,0.6489093023255814,0.6112306976744186,#5ca59c,Orc5,X
Otog,0.36004,0.6489093023255814,0.6112306976744186,#5ca59c,Otog,X
Otud1,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Otud1,X
Oxr1,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Oxr1,X
Pak6,0.9579021160409557,0.3983421843003413,0.4151356996587031,#f4666a,Pak6,X
Palb2,0.39976,0.991581223671013,0.407578776328987,#66fd68,Palb2,X
Parg,0.37152,0.9288,0.37152,#5fed5f,Parg,X
Pcdh8,0.9794541382667965,0.39996000000000004,0.42040586173320355,#fa666b,Pcdh8,X
Pdia4,0.36004,0.6363497674418606,0.6237902325581396,#5ca29f,Pdia4,X
Peli1,0.9800383057448881,0.39996000000000004,0.419821694255112,#fa666b,Peli1,X
Per1,0.9795925531914893,0.40054021276595747,0.41968723404255326,#fa666b,Per1,X
Phlda1,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Phlda1,X
Phtf1,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Phtf1,X
Pick1,0.36004,0.6363497674418606,0.6237902325581396,#5ca29f,Pick1,O
Pigb,0.6045187341772151,0.39964,0.7942212658227848,#9a66cb,Pigb,X
Pigm,0.7988908666017527,0.39964,0.5998491333982473,#cc6699,Pigm,X
Pira2,0.5915915915915916,0.7351351351351352,0.4732732732732733,#97bb79,Pira2,X
Pkd1,0.36084000000000005,0.9021,0.36084000000000005,#5ce65c,Pkd1,X
Plagl1,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Plagl1,X
Pld6,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Pld6,X
Plekho1,0.9788699707887051,0.39996000000000004,0.4209900292112951,#fa666b,Plekho1,X
Plk2,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Plk2,X
Plk3,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Plk3,X
Pmm2,0.4052302114803626,0.41065740181268884,0.9805123867069486,#6769fa,Pmm2,X
Pnp,0.3998110204081633,0.4163085714285714,0.9802804081632653,#666afa,Pnp,X
Pnpt1,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Pnpt1,X
Poc5,0.39844,0.9954926219512195,0.3990473780487805,#66fe66,Poc5,X
Polr2d,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Polr2d,X
Ppat,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Ppat,X
Ppic,0.5982163742690059,0.39978362573099413,0.7984,#9966cc,Ppic,X
Ppm1d,0.9806224732229796,0.39996000000000004,0.4192375267770205,#fa666b,Ppm1d,X
Ppp1r15a,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Ppp1r15a,X
